Index,Dataset,Mean distance,Fisher ratio,CalHara Index,DaBou Index,Number of cluster
0,ag_news,0.4673974923780406,4.0788397789001465,2441.865478515625,2.4320943355560303,6,
1,amazon_review_polarity,0.37349801262037846,4.287300109863281,7708.5654296875,2.5939278602600098,2,
2,yelp_review_polarity,0.47880138208286854,3.2413506507873535,5827.9482421875,1.8379313945770264,2,
3,amazon_review_polarity,0.3746655335010776,4.243953227996826,7630.6279296875,2.3343544006347656,4,
4,yahoo_answers,0.37984818043997537,4.979096412658691,990.2869873046875,2.6255440711975098,2,
5,dbpedia,0.6660534713237298,3.01733136177063,414.5348815917969,1.7720766067504883,14,
6,amazon_review_polarity,0.36647634704725834,4.2916579246521,7716.40087890625,2.3980820178985596,2,
7,amazon_review_polarity,0.3779696176431268,4.258223533630371,7656.2861328125,2.384082555770874,4,
8,amazon_review_full,0.29539390255934755,4.150099754333496,1862.3572998046875,2.230769395828247,2,
9,ag_news,0.45044926181344636,4.141798973083496,2479.556884765625,2.394045829772949,5,
10,amazon_review_polarity,0.37712625910656544,4.259579658508301,7658.72412109375,2.633171796798706,3,
11,dbpedia,0.6736821798339017,2.976637840270996,408.94427490234375,1.6701922416687012,13,
12,dbpedia,0.6712143610628118,2.969904899597168,408.01922607421875,1.8476040363311768,14,
13,yelp_review_polarity,0.4835326746087958,3.2245779037475586,5797.791015625,1.869168758392334,2,
14,dbpedia,0.6768332577174858,2.9760749340057373,408.8669128417969,1.6430162191390991,15,
15,dbpedia,0.6728081163193738,2.980736255645752,409.5072937011719,1.9599652290344238,12,
16,dbpedia,0.6752732310264123,2.970517873764038,408.10345458984375,1.829164743423462,13,
17,amazon_review_polarity,0.38459228972412046,4.2303466796875,7606.1630859375,2.06610369682312,4,
18,yelp_review_polarity,0.4752615864060014,3.2918286323547363,5918.7080078125,1.777879238128662,2,
19,dbpedia,0.6776555314657474,2.960186719894409,406.6841125488281,1.8386532068252563,12,
20,dbpedia,0.6652152140223084,2.996619701385498,411.689453125,1.912774682044983,15,
21,dbpedia,0.670159777501959,2.999905586242676,412.1408996582031,1.801171898841858,15,
22,yelp_review_polarity,0.47471319883879914,3.3137362003326416,5958.09765625,2.2337493896484375,2,
23,dbpedia,0.6690775380955096,3.0229341983795166,415.3046569824219,1.7512925863265991,14,
24,amazon_review_polarity,0.3765176261446565,4.270209312438965,7677.83642578125,2.4985334873199463,3,
25,yelp_review_polarity,0.47150254994448915,3.3175101280212402,5964.88330078125,1.8698337078094482,2,
26,ag_news,0.44418903514651903,4.162440776824951,2491.91455078125,2.84010648727417,4,
27,yahoo_answers,0.3728762641545472,5.0021281242370605,994.8677368164062,2.4188506603240967,5,
28,dbpedia,0.6739856838467815,2.994673490524292,411.42205810546875,1.8276423215866089,12,
29,dbpedia,0.6679423718932369,2.9898183345794678,410.7550354003906,1.80393385887146,16,
30,amazon_review_polarity,0.3685790300351073,4.333387851715088,7791.43115234375,2.561912775039673,3,
31,amazon_review_polarity,0.37488542993681523,4.203596591949463,7558.06689453125,2.2948684692382812,2,
32,yelp_review_polarity,0.46567663301842305,3.3466928005218506,6017.353515625,1.7343571186065674,2,
33,yelp_review_polarity,0.48132534076588246,3.2236099243164062,5796.05078125,1.7739877700805664,3,
34,yelp_review_polarity,0.4700476552031129,3.316530466079712,5963.12158203125,2.01969838142395,3,
35,yelp_review_polarity,0.47551343093133863,3.291175365447998,5917.533203125,1.8734101057052612,2,
36,yelp_review_polarity,0.47675327708141896,3.275545597076416,5889.43115234375,1.7795162200927734,2,
37,amazon_review_polarity,0.3735432053587526,4.269448757171631,7676.46875,2.383244752883911,3,
38,yelp_review_polarity,0.47217930108126893,3.2817747592926025,5900.630859375,1.7325589656829834,2,
39,ag_news,0.4458469234397853,4.203675270080566,2516.600341796875,2.2049381732940674,7,
40,ag_news,0.4518583767106975,4.147763729095459,2483.1279296875,2.5337345600128174,3,
41,dbpedia,0.6738644758148092,2.988717794418335,410.6038513183594,1.7870657444000244,13,
42,ag_news,0.4618858151128734,4.074770927429199,2439.429443359375,2.657614231109619,2,
43,amazon_review_polarity,0.3726645161690006,4.265644550323486,7669.62890625,2.128021717071533,4,
44,ag_news,0.4486261509349788,4.144643783569336,2481.260009765625,2.338926076889038,7,
45,ag_news,0.45071429535655627,4.1365790367126465,2476.431884765625,2.2508420944213867,6,
46,amazon_review_full,0.2900147497646685,4.206639289855957,1887.7293701171875,2.1697211265563965,5,
47,yelp_review_polarity,0.4712065930149644,3.290600538253784,5916.5,1.7866700887680054,2,
48,yahoo_answers,0.3793509303165179,4.998652458190918,994.1764526367188,2.2841265201568604,6,
