Index,Dataset,Average number of tokens,Number of unique tokens,Minimum number of tokens,Maximum number of tokens,Mean distance,Fisher ratio,CalHara Index,DaBou Index,Number of cluster,Pearson Med,Number of labels,Kurtosis,Misclassification rate,Number of classes,ASR_TextFooler,ASR_PWWS,ASR_BERT,ASR_DeepWordBug
314,banking77__4,35.21996124,3302,6,652,0.631437315,1.798686117,616.349776,2.248997472,2,-0.043400845,4,1.014184063,0.74,4,0.86,0.95,,0.72
326,banking77__4,34.58117195,3126,5,641,0.636979433,1.808579299,625.1655777,2.161551963,2,0.215860237,4,1.197334952,0.75,4,0.81,0.95,,0.69
358,tweet_eval_emoji_2,41.44787645,5656,5,657,0.49971313,2.967990719,3068.902403,1.970296598,6,0,2,1,1,2,0.47,0.57,,0.36
367,tweet_eval_emoji_10,40.41399417,5545,5,642,0.497381268,2.687771676,304.315482,1.993996439,6,0.670497384,10,2.371491868,0.96,10,0.69,,,Nan
177,amazon_review_full,108.1034816,9623,15,646,0.530851512,2.083783393,536.0532779,2.246469851,7,1.122955395,5,1.299950513,0.89,5,0.79,0.98,,0.78
241,yelp_review_full,187.3933464,9565,6,1171,0.64422775,1.475409045,375.1227498,1.755985942,3,0.434003943,5,2.633674728,0.98,5,0.51,0.94,,0.59
67,dbpedia,78.07335907,10781,12,652,1.250781436,1.458664182,114.6734457,1.946087372,12,0.981265558,14,4.286071149,0.92,14,0.36,0.4,,0.12
127,ag_news,61.71400778,8481,10,659,0.776827825,2.195365836,749.3515386,2.647676153,2,0.105816467,4,1.096118543,0.73,4,0.69,0.7,,0.23
220,yelp_review_full,181.7210216,9488,8,1382,0.645243653,1.485778071,376.2732966,1.971297537,2,1.499594671,5,1.368997152,0.84,5,0.67,0.96,,0.6
249,yelp_review_full,186.9297561,9525,7,1406,0.632191151,1.474866832,376.0910421,1.976301738,3,1.398937175,5,1.907996665,0.73,5,0.5,0.98,,Nan
331,banking77__4,35.86055396,3349,6,646,0.626397864,1.816333922,631.4787603,2.271218048,2,0.509520035,4,1.949859601,0.76,4,0.88,0.95,,0.72
402,dbpedia,77.82634146,10924,10,663,1.206288404,1.506425278,117.1535351,2.603305262,2,0.854980875,14,6.380441635,0.92,14,0.38,0.44,,0.04
323,banking77__4,34.20368574,3083,6,646,0.621529729,1.811409276,620.1057755,2.22795001,2,-0.020767836,4,1.646063139,0.77,4,0.9,0.93,,0.62
159,amazon_review_polarity,104.0525292,9555,18,646,0.690129928,2.124261778,2179.492584,2.362500304,5,0,2,1,1,2,0.49,0.72,,0.34
205,yelp_review_full,187.2319688,9472,5,1115,0.641757556,1.467389029,374.5510498,1.39233195,2,1.181375153,5,1.287156347,0.76,5,0.46,0.83,,0.57
411,tweet_eval_emoji_4,38.21560976,5503,5,641,0.439014388,2.876963904,979.1267153,1.738375111,7,1.086943461,4,2.201115113,1,4,0.53,0.77,,0.71
8,amazon_review_full,109.9216867,9568,15,643,0.520315018,2.066254619,511.9145819,2.247292454,2,0.199336648,5,1.788327366,0.86,5,,,,Nan
50,dbpedia,78.19538017,10813,6,656,1.228881169,1.481054645,116.7754624,1.915657806,13,0.883950185,14,4.395490718,0.91,14,0.1,,,Nan
387,banking77__4,35.91241578,3243,5,659,0.623302372,1.806647709,623.2934598,2.163217206,2,0.817791414,4,1.636886443,0.75,4,0.89,0.98,,0.77
278,yelp_review_full,178.0830831,9330,6,1229,0.610620149,1.526718411,379.389525,1.807501331,2,1.106395627,5,2.347034676,0.88,5,0.52,0.91,,Nan
345,banking77__4,29.94684052,2716,7,648,0.622475393,1.750395716,579.3809818,2.178331268,2,0.035828718,4,1.068403542,0.75,4,0.85,0.93,,0.71
20,dbpedia,80.31081081,10969,11,643,1.229178438,1.481216861,116.4464332,2.654058246,2,1.25628853,14,4.756600954,0.94,14,0.36,0.47,,0.12
314,banking77__4,34.25872093,3091,6,654,0.632144983,1.804446539,618.3236808,2.235321845,2,0.339615085,4,1.179651545,1,4,0.87,0.93,,0.74
100,dbpedia,75.72166998,10629,11,658,1.229770368,1.487634696,113.5179707,2.586579096,2,0.833922262,14,4.89101868,0.94,14,0.33,0.47,,0.06
168,yelp_review_polarity,181.1564885,9601,6,1327,0.885726884,1.531584188,1602.037061,1.726459496,2,0,2,1,0.8,2,0.21,0.35,,0.09
395,tweet_eval_emoji_14,38.82370225,5463,5,663,0.573680918,2.560523722,198.3421068,2.544152424,2,1.068979466,14,5.770784707,0.88,14,0.63,0.77,,0.81
147,yelp_review_polarity,189.3411306,9709,4,1331,0.892239809,1.505727786,1541.865253,1.995477543,2,0,2,1,0.94,2,0.24,0.36,,0.1
305,banking77__4,32.37316357,3097,5,642,0.640327214,1.773666279,601.2728687,2.202608075,2,0.230752375,4,1.252687134,0.93,4,0.96,0.99,,0.75
377,dbpedia,80.93256262,10991,10,663,1.230368353,1.486813483,117.1151544,2.602176798,2,1.10130818,14,5.037827503,0.93,14,0.11,,,Nan
447,tweet_eval_emoji_10,40.42509728,5624,5,640,0.51028053,2.679675932,303.1011221,2.141038486,2,0.210917287,10,1.812234413,0.96,10,0.55,0.69,,0.7
327,banking77__4,34.17624148,3127,5,643,0.621013789,1.793102306,611.4478863,1.996883586,3,0.070582265,4,1.031743048,0.85,4,0.83,0.92,,0.76
79,yelp_review_polarity,184.0168818,9430,3,1278,0.902830683,1.492107478,1499.568015,1.80368536,2,0,2,1,0.66,2,0.12,0.26,,0.15
55,amazon_review_polarity,107.5705824,9647,18,644,0.694399346,2.098121393,2121.200728,2.409645589,4,0,2,1,0.86,2,0.6,0.79,,0.37
343,banking77__4,32.94680851,3063,4,648,0.62076725,1.81100562,621.7785961,2.024820222,3,-0.485027223,4,1.872419695,0.82,4,0.93,0.97,,0.47
332,banking77__4,34.47809153,3188,5,643,0.62256649,1.796658495,612.6605469,2.334122431,2,0.593779668,4,1.352586154,0.82,4,0.87,0.97,,0.67
202,yelp_review_full,188.1099526,9490,4,1180,0.627298578,1.464440034,384.4155089,1.823968254,2,0.556498887,5,1.944688565,0.92,5,0.45,0.92,,Nan
337,banking77__4,32.05123153,2971,6,646,0.611385896,1.765099142,594.8384109,2.273941475,2,0.275256023,4,1.337467637,1,4,0.68,,,Nan
92,dbpedia,73.37837838,10420,8,389,1.222587384,1.457441521,110.4292229,2.588443035,2,0.862309009,14,8.286559152,0.94,14,0.39,0.46,,0.07
325,banking77__4,35.51976856,3188,5,646,0.624804114,1.805196155,621.5892094,1.939716166,3,0.612748862,4,1.707994621,0.83,4,0.91,0.97,,0.74
444,banking77__5,32.12953876,2906,6,643,0.650952842,1.724177351,437.0789585,2.204157215,2,1.752359627,5,2.387634385,0.85,5,0.8,,,Nan
198,amazon_review_polarity,110.0846154,9556,18,659,0.696573211,2.11140659,2191.64004,2.722536547,3,0,2,1,0.55,2,0.53,0.74,,0.28
392,banking77__10,36.32350143,3286,6,644,0.733548655,1.631445361,188.7038468,2.245500378,2,0.965492189,10,2.925930178,0.91,10,0.84,0.92,,0.83
310,banking77__4,34.33461909,3130,6,663,0.635049208,1.80678666,622.1368733,2.254721089,2,0.46900798,4,1.890578807,0.81,4,0.88,0.94,,0.66
306,banking77__4,35.48374761,3282,5,642,0.63006856,1.838900729,638.71152,2.157783666,2,-0.550469012,4,1.373059263,0.8,4,0.89,0.94,,0.66
7,amazon_review_polarity,105.9453659,9519,18,648,0.694937865,2.11243001,2161.015901,2.389763335,5,0,2,1,0.55,2,0.61,0.81,,0.37
61,yelp_review_polarity,175.0603448,9461,5,1445,0.885993094,1.534214193,1598.651189,2.023999493,2,0,2,1,0.66,2,0.38,0.65,,0.1
