Index,Dataset,Mean distance,Fisher ratio,CalHara Index,DaBou Index,Number of cluster
168,yelp_review_polarity,0.3313070982676436,4.887234687805176,13185.7587890625,2.0185346603393555,2,
169,amazon_review_polarity,0.25851529091414704,6.254688739776611,16875.150390625,2.2793853282928467,5,
170,dbpedia,0.4736305529869978,4.4126152992248535,911.7142333984375,1.8329707384109497,15,
171,amazon_review_polarity,0.2663633127989063,6.206987380981445,16746.451171875,2.402021646499634,3,
172,amazon_review_polarity,0.257697435714969,6.289945602416992,16970.2734375,2.3002359867095947,2,
173,amazon_review_polarity,0.2650337467572778,6.184374809265137,16685.443359375,2.3070597648620605,4,
174,amazon_review_polarity,0.2644404321890761,6.19801664352417,16722.248046875,1.709110140800476,3,
175,amazon_review_polarity,0.262023260194231,6.198878288269043,16724.57421875,2.1487138271331787,5,
176,amazon_review_full,0.21284118294643123,6.0302839279174805,4062.90380859375,2.3980648517608643,2,
177,amazon_review_full,0.21503909428841628,6.080538749694824,4096.76318359375,2.339766263961792,4,
178,yelp_review_polarity,0.3280986100417067,4.8674774169921875,13132.4541015625,1.544820785522461,2,
179,ag_news,0.3252819456150974,5.944316864013672,5341.95947265625,2.1107540130615234,10,
180,dbpedia,0.4824793806385666,4.319336414337158,892.4413452148438,2.0554609298706055,11,
181,yelp_review_full,0.2573118229699806,4.741361618041992,3194.492431640625,2.0486326217651367,2,
182,ag_news,0.3146971561005557,6.0789475440979,5462.947265625,2.6804051399230957,2,
183,dbpedia,0.4746488163156409,4.3925299644470215,907.5643310546875,1.9225894212722778,11,
184,amazon_review_polarity,0.2642618417721678,6.1919121742248535,16705.779296875,2.180514335632324,2,
185,dbpedia,0.48096443819122214,4.374423027038574,903.8231201171875,2.131593704223633,9,
186,dbpedia,0.4810581301646813,4.372979164123535,903.5247802734375,1.64449942111969,17,
187,dbpedia,0.4742679588139297,4.400875568389893,909.2886352539062,1.8700131177902222,11,
188,ag_news,0.32192574813871033,6.011178493499756,5402.0458984375,2.0950615406036377,6,
189,amazon_review_full,0.21371618707901993,6.033482551574707,4065.058837890625,2.371185779571533,3,
190,amazon_review_polarity,0.2639341975233644,6.251482963562012,16866.501953125,2.3684141635894775,4,
191,yelp_review_polarity,0.3391682853283176,4.826448440551758,13021.7578125,2.5386481285095215,2,
192,dbpedia,0.47658497542116884,4.378796100616455,904.7266235351562,1.8123302459716797,14,
193,ag_news,0.31902131363658554,6.015419960021973,5405.857421875,2.4566378593444824,2,
