Index,Dataset,Average number of tokens,Number of unique tokens,Minimum number of tokens,Maximum number of tokens,Mean distance,Fisher ratio,CalHara Index,DaBou Index,Number of cluster,Pearson Med,Number of labels,Kurtosis,Misclassification rate,Number of classes,ASR_TextFooler,ASR_PWWS,ASR_BERT,ASR_DeepWordBug
170,dbpedia,78.70114943,10907,11,653,1.225111967,1.494725127,118.4282216,1.829575385,17,1.217126346,14,5.490793004,0.97,14,0.44,0.58,,0.14
141,yelp_review_polarity,189.375605,9754,9,1711,0.904492008,1.478446496,1524.278337,1.794882307,2,0,2,1,0.52,2,0.25,0.46,,0.09
337,banking77__4,35.20324427,3198,6,649,0.631307634,1.803854887,627.7415008,2.335275005,2,-0.035291675,4,1.091903649,0.75,4,0.89,0.95,,0.77
245,yelp_review_full,185.9529299,9424,5,1270,0.629632203,1.495359472,387.2981033,1.857754643,2,1.916390054,5,2.316276235,0.77,5,0.64,0.85,,0.7
33,yelp_review_polarity,182.1217391,9460,5,1257,0.896165876,1.489290124,1538.436698,1.785195549,5,0,2,1,0.72,2,0.18,0.44,,0.06
179,ag_news,60.07788462,8566,16,645,0.785666014,2.186652417,755.123968,2.565998548,2,0.19114873,4,1.047619148,0.78,4,0.51,0.44,,0.16
380,banking77__2,35.13173077,3245,5,648,0.707439616,1.852198505,1922.582048,2.18594138,2,0,2,1,0.54,2,0.85,0.86,,Nan
138,ag_news,59.21282799,8453,10,645,0.776425216,2.220682814,758.7332947,2.554587773,2,0.47290954,4,2.046088579,0.73,4,0.52,0.54,,0.15
19,dbpedia,77.83365201,10853,13,643,1.236261694,1.481694268,117.6237296,2.790942287,2,1.019771625,14,5.012910906,0.91,14,0.48,0.57,,0.22
244,yelp_review_full,183.3765731,9560,3,1394,0.62290118,1.506089031,387.064881,1.757285914,2,0.520720976,5,1.939370524,0.79,5,0.65,0.86,,0.7
