Index,Dataset,Average number of tokens,Number of unique tokens,Minimum number of tokens,Maximum number of tokens,Mean distance,Fisher ratio,CalHara Index,DaBou Index,Number of cluster,Pearson Med,Number of labels,Kurtosis,Misclassification rate,Number of classes,ASR_TextFooler,ASR_PWWS,ASR_BERT,ASR_DeepWordBug
441,tweet_eval_emoji_14,22.52888889,4151,5,47,9.398721736,8.275136276,563.9823647,0,0,0.864952843,14,6.476215712,0.88,14,0.64,0.71,Nan,0.77
442,amazon_review_full,103.2188889,9301,19,274,4.32694516,13.02782592,2914.97605,0,0,0,5,2.234221053,0.79,5,0.68,0.95,0.95,0.71
443,ag_news,46.76444444,7390,17,429,3.88251622,14.26579516,4260.717487,3.292747983,2,-0.828517156,4,1.540361965,0.83,4,0.63,0.67,0.67,0.24
444,banking77__5,16.01888889,1075,6,98,4.2052217,13.36165347,2989.669964,0,0,0.813489217,5,2.772491349,0.84,5,0.83,0.86,0.92,0.79
445,banking77__2,17.05222222,1163,5,98,2.671704988,18.55575652,16663.06935,0,0,0,2,1,0.64,2,0.74,0.71,Nan,0.48
446,banking77__2,16.26111111,1107,6,85,2.642804457,18.63729225,16736.28844,0,0,0,2,1,0.96,2,0.78,0.84,Nan,0.59
447,tweet_eval_emoji_10,23.41222222,4292,5,48,7.071020561,9.55689055,945.0702877,0,0,1.65792412,10,2.584487918,0.77,10,0.53,0.67,Nan,0.73
448,banking77__5,16.59777778,1072,5,85,4.498865084,12.57350454,2813.321641,3.074070978,2,0.528863057,5,2.188625576,0.97,5,0.89,0.88,0.91,0.82
449,yelp_review_full,185.2777778,9039,4,1125,4.348085633,12.53423272,2804.534571,0,0,-1.808410583,5,2.325074365,0.81,5,0.65,0.9,Nan,0.65
450,banking77__5,16.10222222,1092,5,79,4.31723094,12.8243835,2869.455808,0,0,0,5,1.790439107,0.99,5,0.89,0.94,0.96,0.75
451,yelp_review_full,193.7655556,9177,5,1417,4.378699315,12.6866602,2838.64022,0,0,0,5,2.151121396,0.82,5,0.62,0.91,Nan,Nan
452,tweet_eval_emoji_2,23.20333333,4212,4,58,2.624696345,19.93824722,17904.54601,3.363148914,3,0,2,1,1,2,0.37,0.6,Nan,0.36
453,tweet_eval_emoji_10,23.03888889,4178,5,52,7.168213331,9.769558037,966.1007392,0,0,1.443207656,10,3.287765383,0.88,10,0.56,0.67,Nan,0.66
454,amazon_review_full,104.0544444,9271,20,384,4.358758668,12.94464181,2896.363606,0,0,-0.242061459,5,1.879374186,0.97,5,0.66,0.91,Nan,0.72
455,banking77__4,16.00111111,1096,5,80,3.854316352,13.99961264,4181.217643,0,0,-0.211603685,4,1.097423331,1,4,0.91,0.93,Nan,0.78
456,yelp_review_full,183.6488889,8839,4,1258,4.388806096,12.57707247,2814.119966,0,0,0.310751546,5,1.27507414,0.82,5,0.6,0.94,Nan,0.52
457,tweet_eval_emoji_4,22.92444444,4176,5,54,3.890408026,14.77978915,4414.230358,0,0,-0.192670461,4,1.519736936,1,4,0.63,0.77,0.78,0.68
458,banking77__14,16.19111111,1089,6,95,7.712284024,7.814708371,532.602432,3.308313325,2,-0.079437882,14,2.355697462,0.94,14,0.89,0.91,0.98,0.84
459,banking77__2,16.45888889,1176,4,69,2.629238581,18.45552275,16573.05943,0,0,0,2,1,0.98,2,0.81,0.85,Nan,0.52
460,tweet_eval_emoji_2,23.17333333,4161,5,73,2.564641852,19.95359577,17918.329,0,0,0,2,1,1,2,0.35,0.52,Nan,0.35
461,banking77__14,16.61555556,1141,5,85,7.901848634,7.662870141,522.2540727,3.228638683,2,0.338004065,14,1.602921555,0.95,14,0.86,0.88,0.91,0.75
462,banking77__14,16.16777778,1077,6,83,7.833973772,7.776411607,529.9923603,3.796084025,2,0.698593012,14,3.5946978,0.92,14,0.87,0.9,0.97,0.85
463,tweet_eval_emoji_4,23.36555556,4321,6,51,3.871504694,14.74734564,4404.540565,0,0,0.712211228,4,2.098171792,1,4,0.49,0.68,Nan,0.67
464,banking77__14,16.22666667,1120,5,73,7.694033601,7.842580457,534.5020219,0,0,-0.433450373,14,2.192448717,0.95,14,0.87,0.89,Nan,0.78
465,banking77__10,15.73333333,1080,5,85,6.431287949,9.226690704,912.4171919,2.674952263,2,0.433917641,10,2.918979009,0.91,10,0.91,0.92,Nan,0.85
466,yelp_review_full,198.2233333,9051,6,1649,4.352987016,12.70890063,2843.616516,0,0,0,5,1.616394174,0.8,5,0.71,0.98,Nan,Nan
467,amazon_review_full,103.7444444,9246,13,321,4.383022718,12.93303478,2893.766532,0,0,2.17642875,5,1.322201703,0.88,5,0.71,0.98,Nan,0.72
468,banking77__2,16.06111111,1099,4,73,2.657384925,18.49057031,16604.53214,0,0,0,2,1,0.54,2,0.81,0.77,0.84,0.46
469,dbpedia,67.64888889,9749,8,1031,7.779370637,7.845050139,534.6703403,0,0,0.155595046,14,2.263850931,0.94,14,0.32,0.34,Nan,0.1
470,tweet_eval_emoji_10,23.68,4242,5,56,7.112689886,9.675903872,956.8393829,0,0,1.363732241,10,3.44651593,0.95,10,0.53,0.66,Nan,0.68
471,banking77__4,16.26888889,1088,5,73,3.913619438,13.94401392,4164.612157,0,0,0.317011479,4,1.547808311,0.77,4,0.91,0.96,Nan,0.65
472,banking77__5,15.57888889,1101,5,59,4.458655888,12.58520104,2815.938733,0,0,-0.350643437,5,2.220505241,0.83,5,0.82,0.88,Nan,0.77
473,ag_news,46.79888889,7433,15,194,3.874624626,14.3461618,4284.720323,2.737299143,2,-0.527046277,4,1.945276635,0.82,4,0.61,0.71,Nan,0.26
474,tweet_eval_emoji_14,22.66333333,4205,4,53,9.28118292,8.323471516,567.2765971,0,0,0.99945018,14,4.975121779,0.88,14,0.56,0.62,Nan,0.75
475,tweet_eval_emoji_10,23.33444444,4286,5,50,6.870343542,9.695072159,958.7349135,0,0,1.447702949,10,3.250012322,0.96,10,0.57,0.69,Nan,0.68
476,banking77__5,15.59444444,1058,5,83,4.385895287,12.92805194,2892.651621,0,0,1.238584236,5,1.446011966,0.85,5,0.85,0.88,Nan,0.68
477,tweet_eval_emoji_5,22.88555556,4231,5,73,4.495394204,12.98714384,2905.873434,3.222804731,3,0.932975672,5,2.781386079,0.81,5,0.53,0.69,Nan,0.71
478,banking77__14,16.89666667,1124,4,95,7.72230775,7.863266689,535.9118682,0,0,-0.766738181,14,1.690635293,0.93,14,0.88,0.89,0.97,0.88
479,banking77__14,16.13333333,1082,5,73,7.743154386,7.958582577,542.4080126,0,0,1.351661799,14,2.371715129,0.95,14,0.88,0.92,0.96,0.83
